,Gender,Has a car,Has a property,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a work phone,Has a phone,Has an email,Family member count,Account age,status
33306,F,Y,N,225000.0,Working,Higher education,Civil marriage,House / apartment,13528,980,1,1,0,3.0,20.0,0
33307,F,Y,N,225000.0,Working,Higher education,Civil marriage,House / apartment,13528,980,1,1,0,3.0,25.0,0
33308,F,Y,N,225000.0,Working,Higher education,Civil marriage,House / apartment,13528,980,1,1,0,3.0,1.0,0
33309,M,Y,N,211500.0,Working,Secondary / secondary special,Married,House / apartment,13817,1892,1,0,0,7.0,23.0,0
33310,F,N,N,99000.0,Commercial associate,Secondary / secondary special,Married,With parents,9538,827,0,0,0,3.0,44.0,1
33311,F,N,N,99000.0,Commercial associate,Secondary / secondary special,Married,With parents,9538,827,0,0,0,3.0,44.0,1
33312,F,N,N,99000.0,Commercial associate,Secondary / secondary special,Married,With parents,9538,827,0,0,0,3.0,23.0,0
33313,F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,14461,1589,0,1,0,3.0,22.0,0
33314,F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,14461,1589,0,1,0,3.0,16.0,0
33315,F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,14461,1589,0,1,0,3.0,11.0,0
33316,F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,14461,1589,0,1,0,3.0,6.0,0
33317,F,Y,N,81000.0,Working,Secondary / secondary special,Married,House / apartment,12087,1923,1,0,0,4.0,30.0,1
33318,F,Y,N,81000.0,Working,Secondary / secondary special,Married,House / apartment,12087,1923,1,0,0,4.0,3.0,0
33329,F,Y,N,135000.0,Working,Higher education,Civil marriage,Municipal apartment,11008,1285,1,1,0,4.0,41.0,1
33330,F,Y,N,135000.0,Working,Higher education,Civil marriage,Municipal apartment,11008,1285,1,1,0,4.0,36.0,1
33331,F,Y,N,135000.0,Working,Higher education,Civil marriage,Municipal apartment,11008,1285,1,1,0,4.0,8.0,0
33332,F,Y,N,135000.0,Working,Higher education,Civil marriage,Municipal apartment,11008,1285,1,1,0,4.0,59.0,1
33333,F,Y,N,135000.0,Working,Higher education,Civil marriage,Municipal apartment,11008,1285,1,1,0,4.0,48.0,1
33334,F,Y,N,135000.0,Working,Higher education,Civil marriage,Municipal apartment,11008,1285,1,1,0,4.0,45.0,1
33335,F,Y,N,135000.0,Working,Higher education,Civil marriage,Municipal apartment,11008,1285,1,1,0,4.0,41.0,1
33336,F,Y,N,135000.0,Working,Higher education,Civil marriage,Municipal apartment,11008,1285,1,1,0,4.0,3.0,0
33337,F,N,N,211500.0,Working,Secondary / secondary special,Married,House / apartment,17519,1132,0,0,0,3.0,29.0,0
33338,F,N,N,211500.0,Working,Secondary / secondary special,Married,House / apartment,17519,1132,0,0,0,3.0,1.0,0
33339,F,N,N,211500.0,Working,Secondary / secondary special,Married,House / apartment,17519,1132,0,0,0,3.0,50.0,1
33355,F,N,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,22339,2988,1,0,0,2.0,30.0,1
33356,F,N,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,22339,2988,1,0,0,2.0,16.0,0
33357,F,N,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,22339,2988,1,0,0,2.0,11.0,0
33358,F,Y,N,405000.0,Working,Secondary / secondary special,Married,House / apartment,12906,4602,1,1,0,2.0,55.0,1
33359,F,Y,N,405000.0,Working,Secondary / secondary special,Married,House / apartment,12906,4602,1,1,0,2.0,54.0,1
33360,F,Y,N,405000.0,Working,Secondary / secondary special,Married,House / apartment,12906,4602,1,1,0,2.0,19.0,0
33361,F,Y,N,405000.0,Working,Secondary / secondary special,Married,House / apartment,12906,4602,1,1,0,2.0,6.0,0
33362,F,Y,N,405000.0,Working,Secondary / secondary special,Married,House / apartment,12906,4602,1,1,0,2.0,21.0,0
33373,F,N,N,166500.0,State servant,Secondary / secondary special,Married,House / apartment,16416,4692,0,1,0,2.0,23.0,0
33374,F,N,N,166500.0,State servant,Secondary / secondary special,Married,House / apartment,16416,4692,0,1,0,2.0,51.0,1
33375,F,N,N,166500.0,State servant,Secondary / secondary special,Married,House / apartment,16416,4692,0,1,0,2.0,33.0,1
33376,F,N,N,166500.0,State servant,Secondary / secondary special,Married,House / apartment,16416,4692,0,1,0,2.0,32.0,1
33377,F,N,N,166500.0,State servant,Secondary / secondary special,Married,House / apartment,16416,4692,0,1,0,2.0,51.0,1
33378,M,Y,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10910,2349,1,0,0,2.0,46.0,1
33379,M,Y,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10910,2349,1,0,0,2.0,46.0,1
33380,M,Y,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10910,2349,1,0,0,2.0,46.0,1
33381,M,Y,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10910,2349,1,0,0,2.0,22.0,0
33382,M,Y,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10910,2349,1,0,0,2.0,20.0,0
33383,M,Y,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10910,2349,1,0,0,2.0,17.0,0
33384,M,Y,N,225000.0,State servant,Higher education,Married,Co-op apartment,14536,3415,0,1,0,2.0,9.0,0
33385,M,Y,N,225000.0,State servant,Higher education,Married,Co-op apartment,14536,3415,0,1,0,2.0,41.0,1
33386,M,Y,N,225000.0,State servant,Higher education,Married,Co-op apartment,14536,3415,0,1,0,2.0,38.0,1
33387,M,Y,N,225000.0,State servant,Higher education,Married,Co-op apartment,14536,3415,0,1,0,2.0,41.0,1
33388,M,Y,N,225000.0,State servant,Higher education,Married,Co-op apartment,14536,3415,0,1,0,2.0,12.0,0
33389,M,Y,N,225000.0,State servant,Higher education,Married,Co-op apartment,14536,3415,0,1,0,2.0,47.0,1
33390,M,Y,N,225000.0,State servant,Higher education,Married,Co-op apartment,14536,3415,0,1,0,2.0,9.0,0
33391,M,Y,N,225000.0,State servant,Higher education,Married,Co-op apartment,14536,3415,0,1,0,2.0,5.0,0
33392,F,N,Y,180000.0,Working,Lower secondary,Widow,House / apartment,16803,2227,1,1,0,1.0,50.0,1
33393,F,N,Y,180000.0,Working,Lower secondary,Widow,House / apartment,16803,2227,1,1,0,1.0,49.0,1
33394,F,N,Y,180000.0,Working,Lower secondary,Widow,House / apartment,16803,2227,1,1,0,1.0,41.0,1
33395,F,N,Y,180000.0,Working,Lower secondary,Widow,House / apartment,16803,2227,1,1,0,1.0,33.0,1
33403,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,17142,2166,0,0,0,2.0,14.0,0
33404,F,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9980,128,0,1,0,3.0,34.0,1
33405,F,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9980,128,0,1,0,3.0,34.0,1
33406,M,Y,N,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14290,2470,0,0,0,3.0,60.0,2
33407,M,Y,N,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14290,2470,0,0,0,3.0,31.0,1
33408,M,Y,N,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14290,2470,0,0,0,3.0,10.0,0
33432,M,Y,N,162000.0,Working,Secondary / secondary special,Married,With parents,12056,1711,0,0,0,4.0,45.0,1
33433,M,Y,Y,337500.0,Working,Higher education,Separated,House / apartment,13188,584,0,0,0,1.0,12.0,0
33434,M,Y,Y,337500.0,Working,Higher education,Separated,House / apartment,13188,584,0,0,0,1.0,3.0,0
33435,F,N,Y,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,20145,11907,1,1,0,1.0,28.0,0
33436,F,N,Y,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,20145,11907,1,1,0,1.0,39.0,1
33437,F,N,Y,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,20145,11907,1,1,0,1.0,49.0,1
33438,F,N,Y,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,20145,11907,1,1,0,1.0,2.0,0
33439,F,N,Y,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,20145,11907,1,1,0,1.0,12.0,0
33446,M,Y,N,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11130,3231,0,0,0,2.0,18.0,0
33447,M,Y,N,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11130,3231,0,0,0,2.0,24.0,0
33448,M,Y,N,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11130,3231,0,0,0,2.0,0.0,0
33449,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,1.0,39.0,1
33450,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,1.0,52.0,1
33451,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,1.0,47.0,1
33452,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,1.0,4.0,0
33453,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,1.0,4.0,0
33454,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,1.0,52.0,1
33455,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,1.0,27.0,0
33456,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,1.0,25.0,0
33457,M,Y,N,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16896,128,0,0,0,1.0,25.0,0
33458,M,Y,N,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16896,128,0,0,0,1.0,24.0,0
33459,M,Y,N,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16896,128,0,0,0,1.0,19.0,0
33460,M,Y,N,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16896,128,0,0,0,1.0,15.0,0
33461,M,Y,Y,112500.0,Working,Secondary / secondary special,Married,Rented apartment,12792,158,1,0,0,2.0,10.0,0
33475,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,32.0,1
33476,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,32.0,1
33477,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,36.0,1
33478,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,41.0,1
33479,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,45.0,1
33480,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,57.0,1
33481,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,57.0,1
33482,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,51.0,1
33483,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,30.0,1
33484,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,27.0,0
33485,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,3.0,0
33486,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17975,3476,0,0,0,2.0,2.0,0
33488,F,N,N,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11154,1892,0,0,0,4.0,31.0,1
33489,F,N,N,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11154,1892,0,0,0,4.0,31.0,1
33491,M,Y,Y,270000.0,Working,Lower secondary,Married,House / apartment,15054,1527,0,0,0,2.0,39.0,1
33492,M,Y,Y,270000.0,Working,Lower secondary,Married,House / apartment,15054,1527,0,0,0,2.0,35.0,1
33493,F,N,Y,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,14605,5363,0,0,0,3.0,9.0,0
33494,F,N,N,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16740,4294,0,0,0,3.0,6.0,0
33497,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,15830,8130,0,0,0,2.0,26.0,0
33498,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,15830,8130,0,0,0,2.0,60.0,2
33499,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,15830,8130,0,0,0,2.0,19.0,0
33503,F,N,Y,90000.0,State servant,Higher education,Married,House / apartment,9764,1160,0,0,1,3.0,11.0,0
33508,M,Y,N,180000.0,Working,Higher education,Married,House / apartment,8877,1737,1,1,0,3.0,19.0,0
33517,F,N,Y,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17441,1222,0,1,0,2.0,2.0,0
33523,F,N,Y,180000.0,State servant,Higher education,Married,House / apartment,16131,2133,1,0,0,2.0,32.0,1
33525,M,Y,N,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,17971,4752,0,1,0,2.0,45.0,1
33526,M,Y,N,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,17971,4752,0,1,0,2.0,8.0,0
33572,M,Y,Y,148500.0,Working,Secondary / secondary special,Married,House / apartment,18038,276,0,0,0,2.0,39.0,1
33592,M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,13441,3078,0,1,0,3.0,25.0,0
33593,M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,13441,3078,0,1,0,3.0,48.0,1
33597,F,Y,Y,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,11877,1372,0,0,0,2.0,47.0,1
33600,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,17040,1222,1,0,0,1.0,22.0,0
33601,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,17040,1222,1,0,0,1.0,11.0,0
33637,F,N,Y,45000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15747,3625,0,0,0,2.0,50.0,1
33644,F,N,Y,135000.0,State servant,Higher education,Civil marriage,House / apartment,16986,9195,1,1,0,3.0,33.0,1
33661,M,Y,N,112500.0,Commercial associate,Higher education,Married,Municipal apartment,13353,1372,0,0,0,3.0,22.0,0
33670,F,N,N,157500.0,Working,Higher education,Married,House / apartment,15898,1679,1,0,0,2.0,39.0,1
33674,F,Y,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,12494,2256,1,0,0,2.0,13.0,0
33678,M,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,18086,1922,0,0,0,3.0,59.0,1
33685,F,N,N,112500.0,Working,Higher education,Married,House / apartment,13066,400,1,0,0,2.0,3.0,0
33690,F,N,N,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,16163,1496,1,0,0,2.0,34.0,1
33706,F,N,N,135000.0,Working,Higher education,Married,House / apartment,14185,4447,1,0,0,2.0,44.0,1
33707,F,N,N,135000.0,Working,Higher education,Married,House / apartment,14185,4447,1,0,0,2.0,49.0,1
33708,F,N,N,135000.0,Working,Higher education,Married,House / apartment,14185,4447,1,0,0,2.0,8.0,0
33720,M,N,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,12838,672,0,0,0,2.0,26.0,0
33722,M,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,20061,5970,0,0,0,2.0,43.0,1
33723,M,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,20061,5970,0,0,0,2.0,7.0,0
33727,F,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,18543,1890,1,1,0,2.0,2.0,0
33734,F,Y,Y,256500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,18554,703,0,0,0,1.0,21.0,0
33756,F,N,N,99000.0,Working,Higher education,Single / not married,House / apartment,9135,765,1,1,0,1.0,2.0,0
33766,M,Y,N,135000.0,Working,Incomplete higher,Married,House / apartment,8699,673,1,0,0,2.0,7.0,0
33768,F,N,N,148500.0,Working,Secondary / secondary special,Married,House / apartment,11386,369,1,0,0,3.0,16.0,0
33776,F,N,N,76500.0,Working,Secondary / secondary special,Married,House / apartment,15264,3260,0,1,0,4.0,37.0,1
33781,F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,22688,4266,0,0,0,2.0,58.0,1
33787,M,Y,Y,360000.0,Commercial associate,Higher education,Married,House / apartment,14206,1403,0,1,0,3.0,33.0,1
33793,F,N,Y,180000.0,Working,Incomplete higher,Single / not married,House / apartment,15800,5939,0,0,0,1.0,51.0,1
33794,F,N,Y,180000.0,Working,Incomplete higher,Single / not married,House / apartment,15800,5939,0,0,0,1.0,53.0,1
33799,F,N,Y,67500.0,Working,Higher education,Married,House / apartment,19467,2744,0,0,0,2.0,2.0,0
33801,F,N,N,112500.0,Commercial associate,Higher education,Married,House / apartment,10339,248,1,1,0,3.0,22.0,0
33812,M,N,N,112500.0,Working,Secondary / secondary special,Separated,House / apartment,20933,673,0,1,0,1.0,10.0,0
33813,M,Y,N,495000.0,Commercial associate,Higher education,Single / not married,House / apartment,19130,5483,1,1,0,1.0,12.0,0
33820,M,Y,N,675000.0,Commercial associate,Higher education,Married,House / apartment,18126,948,0,1,0,2.0,16.0,0
33832,F,N,Y,202500.0,Working,Higher education,Separated,House / apartment,19748,4082,0,1,0,1.0,39.0,1
33838,F,Y,N,225000.0,Working,Higher education,Married,House / apartment,16649,5453,0,1,0,2.0,11.0,0
33849,F,Y,Y,135000.0,Commercial associate,Higher education,Married,House / apartment,18038,10475,1,0,0,2.0,8.0,0
33857,F,Y,Y,247500.0,Working,Secondary / secondary special,Married,With parents,12378,3229,0,0,0,3.0,45.0,1
33862,F,N,Y,135000.0,Working,Secondary / secondary special,Separated,House / apartment,18012,703,0,0,0,1.0,31.0,1
33868,M,Y,Y,315000.0,Working,Secondary / secondary special,Married,House / apartment,21343,5452,0,1,0,2.0,38.0,1
33869,M,Y,Y,315000.0,Working,Secondary / secondary special,Married,House / apartment,21343,5452,0,1,0,2.0,25.0,0
33874,M,N,Y,540000.0,Working,Higher education,Married,House / apartment,11566,1921,0,0,0,3.0,26.0,0
33880,F,N,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,12272,126,0,0,0,3.0,13.0,0
33882,F,N,N,81000.0,Working,Secondary / secondary special,Married,House / apartment,8942,218,1,1,0,3.0,15.0,0
33893,F,Y,N,202500.0,State servant,Higher education,Married,House / apartment,10040,765,1,1,0,2.0,17.0,0
33909,M,Y,Y,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,12387,338,0,0,0,4.0,16.0,0
33916,F,N,Y,225000.0,Working,Higher education,Married,House / apartment,10582,2194,1,0,0,2.0,27.0,0
33920,F,N,Y,90000.0,Working,Higher education,Single / not married,House / apartment,11405,2621,0,0,0,1.0,2.0,0
33925,F,N,Y,67500.0,Working,Secondary / secondary special,Married,House / apartment,10218,276,0,0,0,4.0,22.0,0
33931,F,Y,N,202500.0,Working,Higher education,Married,House / apartment,10751,1039,0,0,0,2.0,26.0,0
33935,M,N,N,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10699,400,1,1,0,2.0,58.0,1
33960,F,N,N,67500.0,Working,Secondary / secondary special,Married,House / apartment,18939,978,0,0,0,2.0,7.0,0
33965,M,Y,N,198000.0,Commercial associate,Higher education,Married,House / apartment,13643,2956,0,0,0,2.0,45.0,1
33966,M,Y,N,198000.0,Commercial associate,Higher education,Married,House / apartment,13643,2956,0,0,0,2.0,37.0,1
33967,M,Y,N,198000.0,Commercial associate,Higher education,Married,House / apartment,13643,2956,0,0,0,2.0,0.0,0
33979,M,N,Y,315000.0,Working,Incomplete higher,Separated,House / apartment,12103,1829,1,0,0,1.0,41.0,1
33980,M,N,Y,315000.0,Working,Incomplete higher,Separated,House / apartment,12103,1829,1,0,0,1.0,1.0,0
33983,M,N,N,202500.0,State servant,Higher education,Single / not married,With parents,8659,187,1,1,0,1.0,39.0,1
33990,F,Y,N,189000.0,Commercial associate,Higher education,Married,House / apartment,10408,218,0,0,0,3.0,59.0,1
33991,F,Y,N,189000.0,Commercial associate,Higher education,Married,House / apartment,10408,218,0,0,0,3.0,20.0,0
34000,F,N,N,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15473,1649,0,0,0,3.0,18.0,0
34005,F,N,N,153000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,17504,1738,0,1,0,2.0,7.0,0
34008,M,N,N,270000.0,Commercial associate,Higher education,Married,House / apartment,12993,249,1,1,0,2.0,8.0,0
34009,M,N,N,270000.0,Commercial associate,Higher education,Married,House / apartment,12993,249,1,1,0,2.0,15.0,0
34016,F,Y,Y,135000.0,Commercial associate,Higher education,Married,House / apartment,10039,1313,0,0,0,4.0,17.0,0
34020,F,N,N,337500.0,Working,Higher education,Widow,House / apartment,15658,188,1,1,1,1.0,23.0,0
34021,F,N,N,337500.0,Working,Higher education,Widow,House / apartment,15658,188,1,1,1,1.0,24.0,0
34022,F,N,N,337500.0,Working,Higher education,Widow,House / apartment,15658,188,1,1,1,1.0,6.0,0
34030,F,N,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,19894,2745,0,1,0,2.0,35.0,1
34033,M,N,N,67500.0,Working,Lower secondary,Married,House / apartment,20406,3140,1,0,0,2.0,39.0,1
34037,F,N,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,19404,9896,1,0,0,2.0,12.0,0
34044,M,Y,Y,450000.0,Working,Secondary / secondary special,Married,House / apartment,15862,1463,0,0,0,3.0,44.0,1
34046,F,Y,Y,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,20071,3685,1,1,0,2.0,41.0,1
34047,F,Y,Y,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,20071,3685,1,1,0,2.0,2.0,0
34048,M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,19457,2407,0,0,0,4.0,4.0,0
34049,M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,19457,2407,0,0,0,4.0,54.0,1
34061,M,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,17404,4720,0,0,0,2.0,48.0,1
34068,F,N,Y,99000.0,Working,Higher education,Married,House / apartment,10192,1371,1,1,0,2.0,36.0,1
34069,M,Y,Y,270000.0,Commercial associate,Higher education,Married,House / apartment,16282,2042,0,1,0,3.0,30.0,1
34070,M,Y,Y,270000.0,Commercial associate,Higher education,Married,House / apartment,16282,2042,0,1,0,3.0,22.0,0
34076,M,Y,Y,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12127,307,0,1,0,3.0,18.0,0
34077,M,Y,Y,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12127,307,0,1,0,3.0,4.0,0
34094,F,Y,N,337500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,19228,1129,0,1,0,1.0,21.0,0
34115,F,N,Y,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12026,2346,0,1,0,2.0,10.0,0
34122,F,N,N,124200.0,Working,Secondary / secondary special,Married,House / apartment,14173,1828,0,0,0,3.0,17.0,0
34139,F,N,Y,81000.0,Working,Secondary / secondary special,Married,House / apartment,16477,3017,1,1,0,2.0,6.0,0
34148,F,N,Y,144000.0,Commercial associate,Higher education,Married,House / apartment,9713,3078,1,1,0,2.0,25.0,0
34162,M,N,Y,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,19225,5970,0,0,0,2.0,59.0,1
34164,M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,11382,2468,1,1,0,2.0,39.0,1
34165,M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,11382,2468,1,1,0,2.0,27.0,0
34166,M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,11382,2468,1,1,0,2.0,17.0,0
34183,F,Y,N,121500.0,Working,Secondary / secondary special,Married,House / apartment,12858,1372,0,0,0,2.0,48.0,1
34210,F,N,Y,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,19812,764,0,0,0,1.0,46.0,1
34246,F,N,N,292500.0,Working,Secondary / secondary special,Married,House / apartment,12609,3289,0,0,0,3.0,52.0,1
34255,F,N,Y,180000.0,Working,Secondary / secondary special,Civil marriage,With parents,14709,1313,0,0,0,2.0,28.0,0
34256,F,N,Y,180000.0,Working,Secondary / secondary special,Civil marriage,With parents,14709,1313,0,0,0,2.0,3.0,0
34257,F,N,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,21524,6669,0,0,0,2.0,39.0,1
34280,F,N,Y,157500.0,Working,Higher education,Married,House / apartment,11012,948,0,0,0,3.0,8.0,0
34281,F,N,Y,157500.0,Working,Higher education,Married,House / apartment,11012,948,0,0,0,3.0,20.0,0
34282,F,N,Y,157500.0,Working,Higher education,Married,House / apartment,11012,948,0,0,0,3.0,15.0,0
34283,F,N,Y,157500.0,Working,Higher education,Married,House / apartment,11012,948,0,0,0,3.0,14.0,0
34284,F,N,Y,157500.0,Working,Higher education,Married,House / apartment,11012,948,0,0,0,3.0,13.0,0
34285,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,7.0,0
34286,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,22.0,0
34287,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,34.0,1
34288,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,29.0,0
34289,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,3.0,0
34290,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,34.0,1
34291,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,31.0,1
34292,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,27.0,0
34293,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,18.0,0
34294,M,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,14095,1526,0,0,0,2.0,4.0,0
34297,M,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,11483,3413,1,0,0,3.0,18.0,0
34298,M,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,11483,3413,1,0,0,3.0,9.0,0
34302,F,N,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,18939,12179,0,0,0,1.0,0.0,0
34303,F,N,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,18939,12179,0,0,0,1.0,38.0,1
34304,F,N,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,18939,12179,0,0,0,1.0,24.0,0
34305,F,N,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,18939,12179,0,0,0,1.0,26.0,0
34306,F,N,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,18939,12179,0,0,0,1.0,24.0,0
34307,F,N,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,18939,12179,0,0,0,1.0,7.0,0
34309,F,Y,Y,193500.0,Commercial associate,Higher education,Married,House / apartment,10716,491,0,0,0,3.0,7.0,0
